SpO2po Oxigen Saturation;NLS_NOM_PULS_OXIM_SAT_O2_POST_DUCTAL=0x0002F1D4;NOM_PULS_OXIM_SAT_O2_POST_DUCTAL=0xF1D4;=;NOM_DIM_PERCENT=0x0220
Pulse Pulse Rate from Plethysmogram (post ductal);NLS_SPO2_NAMES_PULS_OXIM_PULS_RATE_POST_DUCTAL=0x80155440;NOM_PLETH_PULS_RATE=0x4822;=;NOM_DIM_BEAT_PER_MIN=0x0AA0
%SpO2T SpO2 parameter label as sourced by the Telemetry system;NLS_NOM_PULS_OXIM_SAT_O2_TELE=0x0002F09C;NOM_PULS_OXIM_SAT_O2_TELE=0xF09C;=;NOM_DIM_PERCENT=0x0220
PulseT Pulse parameter label as sourced by the Telemetry system;NLS_NOM_PULS_OXIM_PULS_RATE_TELE=0x0002F09D;NOM_PULS_OXIM_PULS_RATE_TELE=0xF09D;=;NOM_DIM_BEAT_PER_MIN=0x0AA0
SpO2 r Arterial Oxigen Saturation (right);NLS_NOM_PULS_OXIM_SAT_O2_ART_RIGHT=0x00024BCC;NOM_PULS_OXIM_SAT_O2_ART_RIGHT=0x4BCC;=;NOM_DIM_PERCENT=0x0220
Pulse Pulse Rate from Plethysmogram (right);NLS_SPO2_NAMES_PULS_OXIM_PULS_RATE_RIGHT=0x80155402;NOM_PLETH_PULS_RATE=0x4822;=;NOM_DIM_BEAT_PER_MIN=0x0AA0
SpO2 l Arterial Oxigen Saturation (left);NLS_NOM_PULS_OXIM_SAT_O2_ART_LEFT=0x00024BC8;NOM_PULS_OXIM_SAT_O2_ART_LEFT=0x4BC8;=;NOM_DIM_PERCENT=0x0220
Pulse Pulse Rate from Plethysmogram (left);NLS_SPO2_NAMES_PULS_OXIM_PULS_RATE_LEFT=0x80155401;NOM_PLETH_PULS_RATE=0x4822;=;NOM_DIM_BEAT_PER_MIN=0x0AA0
DeltaSpO2 Difference between two SpO2 Values (like Left - Right);NLS_NOM_PULS_OXIM_SAT_O2_DIFF=0x00024BC4;NOM_PULS_OXIM_SAT_O2_DIFF=0x4BC4;=;NOM_DIM_PERCENT=0x0220
Perf Perfusion Indicator;NLS_NOM_PULS_OXIM_PERF_REL=0x00024BB0;NOM_PULS_OXIM_PERF_REL=0x4BB0;=;NOM_DIM_DIMLESS=0x0200
PerfPr Relative Perfusion Left;NLS_NOM_PULS_OXIM_PERF_REL_PRE_DUCTAL=0x0002F22C;NOM_PULS_OXIM_PERF_REL_PRE_DUCTAL=0xF22C;=;NOM_DIM_DIMLESS=0x0200
PerfPo Relative Perfusion Left;NLS_NOM_PULS_OXIM_PERF_REL_POST_DUCTAL=0x0002F1DC;NOM_PULS_OXIM_PERF_REL_POST_DUCTAL=0xF1DC;=;NOM_DIM_DIMLESS=0x0200
Perf T Perf from Telemetry;NLS_NOM_PULS_OXIM_PERF_REL_TELE=0x0002F12C;NOM_PULS_OXIM_PERF_REL_TELE=0xF12C;=;NOM_DIM_DIMLESS=0x0200
Perf r Relative Perfusion Right label;NLS_NOM_PULS_OXIM_PERF_REL_RIGHT=0x0002F08B;NOM_PULS_OXIM_PERF_REL_RIGHT=0xF08B;=;NOM_DIM_DIMLESS=0x0200
Perf l Relative Perfusion Left;NLS_NOM_PULS_OXIM_PERF_REL_LEFT=0x0002F08A;NOM_PULS_OXIM_PERF_REL_LEFT=0xF08A;=;NOM_DIM_DIMLESS=0x0200
NBP non-invasive blood pressure;NLS_NOM_PRESS_BLD_NONINV=0x00024A04;NOM_PRESS_BLD_NONINV=0x4A04;NOM_PRESS_BLD_NONINV_MEAN=0x4A07;NOM_DIM_KILO_PASCAL=0x0F03
Pulse Pulse from NBP;NLS_NOM_PRESS_BLD_NONINV_PULS_RATE=0x0002F0E5;NOM_PRESS_BLD_NONINV_PULS_RATE=0xF0E5;=;NOM_DIM_BEAT_PER_MIN=0x0AA0
ABP Arterial Blood Pressure (ABP);NLS_NOM_PRESS_BLD_ART_ABP=0x00024A14;NOM_PRESS_BLD_ART_ABP=0x4A14;NOM_PRESS_BLD_ART_ABP_MEAN=0x4A17;NOM_DIM_KILO_PASCAL=0x0F03
Pulse Pulse derived from ABP;NLS_PRESS_NAMES_PULSE_FROM_ABP=0x80035402;NOM_PULS_RATE=0x480A;=;NOM_DIM_BEAT_PER_MIN=0x0AA0
ART Arterial Blood Pressure (ART);NLS_NOM_PRESS_BLD_ART=0x00024A10;NOM_PRESS_BLD_ART=0x4A10;NOM_PRESS_BLD_ART_MEAN=0x4A13;NOM_DIM_KILO_PASCAL=0x0F03
Pulse Pulse derived from ART;NLS_PRESS_NAMES_PULSE_FROM_ART=0x80035403;NOM_PULS_RATE=0x480A;=;NOM_DIM_BEAT_PER_MIN=0x0AA0
Ao Arterial Blood Pressure in the Aorta (Ao);NLS_NOM_PRESS_BLD_AORT=0x00024A0C;NOM_PRESS_BLD_AORT=0x4A0C;NOM_PRESS_BLD_AORT_MEAN=0x4A0F;NOM_DIM_KILO_PASCAL=0x0F03
Pulse Pulse derived from Ao;NLS_PRESS_NAMES_PULSE_FROM_AO=0x80035404;NOM_PULS_RATE=0x480A;=;NOM_DIM_BEAT_PER_MIN=0x0AA0
PAP Pulmonary Arterial Pressure (PAP);NLS_NOM_PRESS_BLD_ART_PULM=0x00024A1C;NOM_PRESS_BLD_ART_PULM=0x4A1C;NOM_PRESS_BLD_ART_PULM_MEAN=0x4A1F;NOM_DIM_KILO_PASCAL=0x0F03
Pulse Pulse derived from PAP;NLS_PRESS_NAMES_PULSE_FROM_PAP=0x80035405;NOM_PULS_RATE=0x480A;=;NOM_DIM_BEAT_PER_MIN=0x0AA0
CVP Central Venous Pressure (CVP);NLS_NOM_PRESS_BLD_VEN_CENT=0x00024A44;NOM_PRESS_BLD_VEN_CENT=0x4A44;NOM_PRESS_BLD_VEN_CENT_MEAN=0x4A47;NOM_DIM_KILO_PASCAL=0x0F03
Pulse Pulse derived from CVP;NLS_PRESS_NAMES_PULSE_FROM_CVP=0x80035406;NOM_PULS_RATE=0x480A;=;NOM_DIM_BEAT_PER_MIN=0x0AA0
RAP Right Atrial Pressure (RAP);NLS_NOM_PRESS_BLD_ATR_RIGHT=0x00024A34;NOM_PRESS_BLD_ATR_RIGHT=0x4A34;NOM_PRESS_BLD_ATR_RIGHT_MEAN=0x4A37;NOM_DIM_KILO_PASCAL=0x0F03
Pulse Pulse derived from RAP;NLS_PRESS_NAMES_PULSE_FROM_RAP=0x80035407;NOM_PULS_RATE=0x480A;=;NOM_DIM_BEAT_PER_MIN=0x0AA0
LAP Left Atrial Pressure (LAP);NLS_NOM_PRESS_BLD_ATR_LEFT=0x00024A30;NOM_PRESS_BLD_ATR_LEFT=0x4A30;NOM_PRESS_BLD_ATR_LEFT_MEAN=0x4A33;NOM_DIM_KILO_PASCAL=0x0F03
Pulse Pulse derived from LAP;NLS_PRESS_NAMES_PULSE_FROM_LAP=0x80035408;NOM_PULS_RATE=0x480A;=;NOM_DIM_BEAT_PER_MIN=0x0AA0
ICP Intra-cranial Pressure (ICP);NLS_NOM_PRESS_INTRA_CRAN=0x00025808;NOM_PRESS_INTRA_CRAN=0x5808;NOM_PRESS_INTRA_CRAN_MEAN=0x580B;NOM_DIM_KILO_PASCAL=0x0F03
Pulse Pulse derived from ICP;NLS_PRESS_NAMES_PULSE_FROM_ICP=0x80035409;NOM_PULS_RATE=0x480A;=;NOM_DIM_BEAT_PER_MIN=0x0AA0
UAP Umbilical Arterial Pressure (UAP);NLS_NOM_PRESS_BLD_ART_UMB=0x00024A28;NOM_PRESS_BLD_ART_UMB=0x4A28;NOM_PRESS_BLD_ART_UMB_MEAN=0x4A2B;NOM_DIM_KILO_PASCAL=0x0F03
Pulse Pulse derived from UAP;NLS_PRESS_NAMES_PULSE_FROM_UAP=0x8003540A;NOM_PULS_RATE=0x480A;=;NOM_DIM_BEAT_PER_MIN=0x0AA0
UVP Umbilical Venous Pressure (UVP);NLS_NOM_PRESS_BLD_VEN_UMB=0x00024A48;NOM_PRESS_BLD_VEN_UMB=0x4A48;NOM_PRESS_BLD_VEN_UMB_MEAN=0x4A4B;NOM_DIM_KILO_PASCAL=0x0F03
Pulse Pulse derived from UVP;NLS_PRESS_NAMES_PULSE_FROM_UVP=0x8003540B;NOM_PULS_RATE=0x480A;=;NOM_DIM_BEAT_PER_MIN=0x0AA0
FAP Femoral Arterial Pressure (FAP);NLS_NOM_PRESS_BLD_ART_FEMORAL=0x0002F0BC;=;NOM_PRESS_BLD_ART_FEMORAL_MEAN=0xF0BF;NOM_DIM_KILO_PASCAL=0x0F03
Pulse Pulse derived from FAP;NLS_PRESS_NAMES_PULSE_FROM_FAP=0x80035434;NOM_PULS_RATE=0x480A;=;NOM_DIM_BEAT_PER_MIN=0x0AA0
BAP Brachial Arterial Blood Pressure (BAP);NLS_NOM_PRESS_BLD_ART_BRACHIAL=0x0002F0C0;=;NOM_PRESS_BLD_ART_BRACHIAL_MEAN=0xF0C3;NOM_DIM_KILO_PASCAL=0x0F03
Pulse Pulse derived from BAP;NLS_PRESS_NAMES_PULSE_FROM_BAP=0x80035437;NOM_PULS_RATE=0x480A;=;NOM_DIM_BEAT_PER_MIN=0x0AA0
IC1 Intracranial Pressure 1 (IC1);NLS_NOM_PRESS_INTRA_CRAN_1=0x0002F0B4;=;NOM_PRESS_INTRA_CRAN_1_MEAN=0xF0B7;NOM_DIM_KILO_PASCAL=0x0F03
Pulse Pulse derived from IC1;NLS_PRESS_NAMES_PULSE_FROM_IC1=0x8003542E;NOM_PULS_RATE=0x480A;=;NOM_DIM_BEAT_PER_MIN=0x0AA0
IC2 Intracranial Pressure 2 (IC2);NLS_NOM_PRESS_INTRA_CRAN_2=0x0002F0B8;=;NOM_PRESS_INTRA_CRAN_2_MEAN=0xF0BB;NOM_DIM_KILO_PASCAL=0x0F03
Pulse Pulse derived from IC2;NLS_PRESS_NAMES_PULSE_FROM_IC2=0x80035431;NOM_PULS_RATE=0x480A;=;NOM_DIM_BEAT_PER_MIN=0x0AA0
P unspecific pressure;NLS_NOM_PRESS_BLD=0x00024A00;NOM_PRESS_BLD=0x4A00;NOM_PRESS_BLD_MEAN=0x4A03;NOM_DIM_KILO_PASCAL=0x0F03
Pulse Pulse derived from unspecific Pressure;NLS_PRESS_NAMES_PULSE_FROM_P=0x80035401;NOM_PULS_RATE=0x480A;=;NOM_DIM_BEAT_PER_MIN=0x0AA0
P1 Generic Pressure 1 (P1);NLS_NOM_PRESS_GEN_1=0x0002F0A4;NOM_PRESS_GEN_1=0xF0A4;NOM_PRESS_GEN_1_MEAN=0xF0A7;NOM_DIM_KILO_PASCAL=0x0F03
Pulse Pulse derived from P1;NLS_PRESS_NAMES_PULSE_FROM_P1=0x80035422;NOM_PULS_RATE=0x480A;=;NOM_DIM_BEAT_PER_MIN=0x0AA0
P2 Generic Pressure 2 (P2);NLS_NOM_PRESS_GEN_2=0x0002F0A8;NOM_PRESS_GEN_2=0xF0A8;NOM_PRESS_GEN_2_MEAN=0xF0AB;NOM_DIM_KILO_PASCAL=0x0F03
Pulse Pulse derived from P2;NLS_PRESS_NAMES_PULSE_FROM_P2=0x80035425;NOM_PULS_RATE=0x480A;=;NOM_DIM_BEAT_PER_MIN=0x0AA0
P3 Generic Pressure 3 (P3);NLS_NOM_PRESS_GEN_3=0x0002F0AC;NOM_PRESS_GEN_3=0xF0AC;NOM_PRESS_GEN_3_MEAN=0xF0AF;NOM_DIM_KILO_PASCAL=0x0F03
Pulse Pulse derived from P3;NLS_PRESS_NAMES_PULSE_FROM_P3=0x80035428;NOM_PULS_RATE=0x480A;=;NOM_DIM_BEAT_PER_MIN=0x0AA0
P4 Generic Pressure 4 (P4);NLS_NOM_PRESS_GEN_4=0x0002F0B0;NOM_PRESS_GEN_4=0xF0B0;NOM_PRESS_GEN_4_MEAN=0xF0B3;NOM_DIM_KILO_PASCAL=0x0F03
Pulse Pulse derived from P4;NLS_PRESS_NAMES_PULSE_FROM_P4=0x8003542B;NOM_PULS_RATE=0x480A;=;NOM_DIM_BEAT_PER_MIN=0x0AA0
IUP Intra-Uterine Pressure;NLS_NOM_PRESS_INTRA_UTERAL=0x0002F0D8;NOM_PRESS_BLD=0x4A00;=;=
PAWP Pulmonary Artery Wedge Pressure;NLS_NOM_PRESS_BLD_ART_PULM_WEDGE=0x00024A24;NOM_PRESS_BLD_ART_PULM_WEDGE=0x4A24;=;NOM_DIM_KILO_PASCAL=0x0F03
CPP Cerebral Perfusion Pressure;NLS_NOM_PRESS_CEREB_PERF=0x00025804;NOM_PRESS_CEREB_PERF=0x5804;=;NOM_DIM_KILO_PASCAL=0x0F03
PPV Pulse Pressure Variation;NLS_NOM_PULS_PRESS_VAR=0x0002F0E3;NOM_PULS_PRESS_VAR=0xF0E3;=;=
CCO Continuous Cardiac Output;NLS_NOM_OUTPUT_CARD_CTS=0x00024BDC;NOM_OUTPUT_CARD_CTS=0x4BDC;=;NOM_DIM_X_L_PER_MIN=0x0C00
CCI Continuous Cardiac Output Index;NLS_NOM_OUTPUT_CARD_INDEX_CTS=0x0002F047;NOM_OUTPUT_CARD_INDEX_CTS=0xF047;=;NOM_DIM_X_L_PER_MIN_PER_M_SQ=0x0B20
SV Stroke Volume;NLS_NOM_VOL_BLD_STROKE=0x00024B84;NOM_VOL_BLD_STROKE=0x4B84;=;NOM_DIM_MILLI_L=0x0652
SI Stroke Index;NLS_NOM_VOL_BLD_STROKE_INDEX=0x0002F048;NOM_VOL_BLD_STROKE_INDEX=0xF048;=;NOM_DIM_MILLI_L_PER_M_SQ=0x0592
SVV Stroke Volume Variation;NLS_NOM_VOL_BLD_STROKE_VAR=0x0002F049;NOM_VOL_BLD_STROKE_VAR=0xF049;=;NOM_DIM_PERCENT=0x0220
dPmax Index of Left Ventricular Contractility;NLS_NOM_GRAD_PRESS_BLD_AORT_POS_MAX=0x00024C25;NOM_GRAD_PRESS_BLD_AORT_POS_MAX=0x4C25;=;=
C.O. Cardiac Output;NLS_NOM_OUTPUT_CARD=0x00024B04;NOM_OUTPUT_CARD=0x4B04;=;NOM_DIM_X_L_PER_MIN=0x0C00
C.I. Cardiac Index;NLS_NOM_OUTPUT_CARD_INDEX=0x0002490C;NOM_OUTPUT_CARD_INDEX=0x490C;=;NOM_DIM_X_L_PER_MIN_PER_M_SQ=0x0B20
ITBV Intrathoracic Blood Volume;NLS_NOM_VOL_BLD_INTRA_THOR=0x0002F040;NOM_VOL_BLD_INTRA_THOR=0xF040;=;NOM_DIM_MILLI_L=0x0652
ITBVI Intrathoracic Blood Volume Index;NLS_NOM_VOL_BLD_INTRA_THOR_INDEX=0x0002F041;NOM_VOL_BLD_INTRA_THOR_INDEX=0xF041;=;NOM_DIM_MILLI_L_PER_M_SQ=0x0592
EVLW Extravascular Lung Water;NLS_NOM_VOL_LUNG_WATER_EXTRA_VASC=0x0002F042;NOM_VOL_LUNG_WATER_EXTRA_VASC=0xF042;=;NOM_DIM_MILLI_L=0x0652
EVLWI Extravascular Lung Water Index;NLS_NOM_VOL_LUNG_WATER_EXTRA_VASC_INDEX=0x0002F043;NOM_VOL_LUNG_WATER_EXTRA_VASC_INDEX=0xF043;=;NOM_DIM_MILLI_L_PER_KG=0x0C72
GEDV Global End Diastolic Volume;NLS_NOM_VOL_GLOBAL_END_DIA=0x0002F044;NOM_VOL_GLOBAL_END_DIA=0xF044;=;NOM_DIM_MILLI_L=0x0652
GEDVI Global End Diastolic Volume Index;NLS_NOM_VOL_GLOBAL_END_DIA_INDEX=0x0002F045;NOM_VOL_GLOBAL_END_DIA_INDEX=0xF045;=;NOM_DIM_MILLI_L_PER_M_SQ=0x0592
CFI Cardiac Function Index;NLS_NOM_CARD_FUNC_INDEX=0x0002F046;NOM_CARD_FUNC_INDEX=0xF046;=;NOM_DIM_DIMLESS=0x0200
PVPI Pulmonary Vascular Permeability Index;NLS_NOM_PERM_VASC_PULM_INDEX=0x0002F106;NOM_PERM_VASC_PULM_INDEX=0xF106;=;=
GEF Global Ejection Fraction;NLS_NOM_FRACT_EJECT=0x0002F105;NOM_FRACT_EJECT=0xF105;=;=
SNR Signal to Noise ratio;NLS_NOM_SNR=0x0002F101;NOM_SNR=0xF101;=;=
RLShnt Right-to-Left Heart Shunt;NLS_NOM_SHUNT_RIGHT_LEFT=0x0002F14A;NOM_SHUNT_RIGHT_LEFT=0xF14A;=;NOM_DIM_MILLI_SECOND=
SaO2 Oxygen Saturation;NLS_NOM_SAT_O2_ART=0x00024B34;NOM_SAT_O2_ART=0x4B34;=;=
SvO2 Mixed Venous Oxygen Saturation;NLS_NOM_SAT_O2_VEN=0x00024B3C;NOM_SAT_O2_VEN=0x4B3C;=;NOM_DIM_PERCENT=0x0220
ScvO2 Central Venous Oxygen Saturation;NLS_NOM_SAT_O2_VEN_CENT=0x0002F100;NOM_SAT_O2_VEN_CENT=0xF100;=;=
SO2 O2 Saturation;NLS_NOM_SAT_O2=0x00024B2C;NOM_SAT_O2=0x4B2C;=;NOM_DIM_PERCENT=
SO2 l Oxygen Saturation Left Side;NLS_NOM_SAT_O2_LEFT=0x0002F89D;NOM_SAT_O2_ART=0x4B34;=;=
SO2 r Oxygen Saturation Right Side;NLS_NOM_SAT_O2_RIGHT=0x0002F89E;NOM_SAT_O2_ART=0x4B34;=;=
SO2 1 O2 Saturation 1 (generic);NLS_NOM_SAT_O2_GEN_1=0x0002F962;NOM_SAT_O2_GEN_1=0xF962;=;NOM_DIM_PERCENT=0x0220
SO2 2 O2 Saturation 2 (generic);NLS_NOM_SAT_O2_GEN_2=0x0002F963;NOM_SAT_O2_GEN_2=0xF963;=;NOM_DIM_PERCENT=0x0220
SO2 3 O2 Saturation 3 (generic);NLS_NOM_SAT_O2_GEN_3=0x0002F964;NOM_SAT_O2_GEN_3=0xF964;=;NOM_DIM_PERCENT=0x0220
SO2 4 O2 Saturation 4 (generic);NLS_NOM_SAT_O2_GEN_4=0x0002F965;NOM_SAT_O2_GEN_4=0xF965;=;NOM_DIM_PERCENT=0x0220
rSO2-1 Regional Oxygen Saturation of Channel 1;NLS_NOM_SAT_O2_REGIONAL_1=0x0002F95C;NOM_SAT_O2_REGIONAL_1=0xF95C;=;=
rSO2-2 Regional Oxygen Saturation of Channel 2;NLS_NOM_SAT_O2_REGIONAL_2=0x0002F95D;NOM_SAT_O2_REGIONAL_2=0xF95D;=;=
rSO2-3 Regional Oxygen Saturation of Channel 3;NLS_NOM_SAT_O2_REGIONAL_3=0x0002F95E;NOM_SAT_O2_REGIONAL_3=0xF95E;=;=
rSO2-4 Regional Oxygen Saturation of Channel 4;NLS_NOM_SAT_O2_REGIONAL_4=0x0002F95F;NOM_SAT_O2_REGIONAL_4=0xF95F;=;=
rSO2_5 -;NLS_NOM_SAT_O2_REGIONAL_5=0x0002FB95;NOM_SAT_O2_REGIONAL_5=0xFB95;=;=
rSO2_6 -;NLS_NOM_SAT_O2_REGIONAL_6=0x0002FB96;NOM_SAT_O2_REGIONAL_6=0xFB96;=;=
AUC_1 -;NLS_NOM_SAT_O2_REGIONAL_AREA_UNDER_CURVE_1=0x0002FBA5;NOM_SAT_O2_REGIONAL_AREA_UNDER_CURVE_1=0xFBA5;=;=
AUC_2 -;NLS_NOM_SAT_O2_REGIONAL_AREA_UNDER_CURVE_2=0x0002FBA6;NOM_SAT_O2_REGIONAL_AREA_UNDER_CURVE_2=0xFBA6;=;=
AUC_3;NLS_NOM_SAT_O2_REGIONAL_AREA_UNDER_CURVE_3=0x0002FBA7;NOM_SAT_O2_REGIONAL_AREA_UNDER_CURVE_3=0xFBA7;=;=
AUC_4 -;NLS_NOM_SAT_O2_REGIONAL_AREA_UNDER_CURVE_4=0x0002FBA8;NOM_SAT_O2_REGIONAL_AREA_UNDER_CURVE_4=0xFBA8;=;=
AUC_5 -;NLS_NOM_SAT_O2_REGIONAL_AREA_UNDER_CURVE_5=0x0002FBA9;NOM_SAT_O2_REGIONAL_AREA_UNDER_CURVE_5=0xFBA9;=;=
AUC_6 -;NLS_NOM_SAT_O2_REGIONAL_AREA_UNDER_CURVE_6=0x0002FBAA;NOM_SAT_O2_REGIONAL_AREA_UNDER_CURVE_6=0xFBAA;=;=
s%PIF -;NLS_NOM_SETT_FLOW_AWAY_INSP_MAX_REL=0x0402F9E4;NOM_SETT_FLOW_AWAY_INSP_MAX_REL=0xF9E4;=;=
%SpMV -;NLS_NOM_VENT_VOL_MINUTE_AWAY_SPONT_REL=0x0002F9FB;NOM_VENT_VOL_MINUTE_AWAY_SPONT_REL=0xfF9FB;=;=
SpMVal -;NLS_NOM_VOL_MINUTE_AWAY_SPONT_ALV=0x0002FB83;NOM_VOL_MINUTE_AWAY_SPONT_ALV=0xFB83;=;=
%Leak -;NLS_NOM_VENT_VOL_LEAK_REL=0x0002F9FC;NOM_VENT_VOL_LEAK_REL=0xF9FC;=;=
LkPat -;NLS_NOM_VENT_FLOW_LEAK_ESTIMATED_PATIENT=0x0002FB7F;NOM_VENT_FLOW_LEAK_ESTIMATED_PATIENT=0xFB7F;=;=
LkTot -;NLS_NOM_VENT_FLOW_LEAK_ESTIMATED_TOTAL=0x0002FB80;NOM_VENT_FLOW_LEAK_ESTIMATED_TOTAL=0xFB80;=;=
s%PEF -;NLS_NOM_SETT_FLOW_AWAY_EXP_MAX_REL=0x0402fF9FD;NOM_SETT_FLOW_AWAY_EXP_MAX_REL=0xF9FD;=;=
Edimin -;NLS_NOM_ELEC_POTL_DIAPHRAGM_MIN=0x0002FA02;NOM_ELEC_POTL_DIAPHRAGM_MIN=0xFA02;=;=
sDConc -;NLS_NOM_SETT_CONC_DRUG=0x04026840;NOM_SETT_CONC_DRUG=0x6840;=;=
Edimax -;NLS_NOM_ELEC_POTL_DIAPHRAGM_MAX=0x0002FA03;NOM_ELEC_POTL_DIAPHRAGM_MAX=0xFA03;=;=
sDlvRt -;NLS_NOM_SETT_FLOW_DRUG_DELIV=0x0402686C;NOM_SETT_FLOW_DRUG_DELIV=0x686C;=;=
WOBv -;NLS_NOM_VENT_WORK_BREATHING=0x0002FA05;NOM_VENT_WORK_BREATHING=0xFA05;=;=
sWOBva -;NLS_NOM_SETT_VENT_WORK_BREATHING_ASSIST=0x0402FBB8;NOM_SETT_VENT_WORK_BREATHING_ASSIST=0xFBB8;=;=
sVBol -;NLS_NOM_SETT_VOL_FLUID_BOLUS=0x040268A4;NOM_SETT_VOL_FLUID_BOLUS=0x68A4;=;=
WOBp -;NLS_NOM_AWAY_WORK_BREATHING=0x0002FA06;NOM_AWAY_WORK_BREATHING=0xFA06;=;=
sVtot -;NLS_NOM_SETT_VOL_FLUID_TBI=0x040268BC;NOM_SETT_VOL_FLUID_TBI=0x68BC;=;=
InfTim -;NLS_NOM_TIME_PD_REMAIN=0x000268DC;NOM_TIME_PD_REMAIN=0x68DC;=;=
sKVO -;NLS_NOM_SETT_FLOW_KVO=0x040268E0;NOM_SETT_FLOW_KVO=0x68E0;=;=
sDosRt -;NLS_NOM_SETT_RATE_DOSE=0x040268E4;NOM_SETT_RATE_DOSE=0x68E4;=;=
sDrug -;NLS_NOM_SETT_DRUG_NAME_TYPE=0x0402d00A;NOM_SETT_DRUG_NAME_TYPE=0xd00A;=;=
sPuMod -;NLS_NOM_SETT_PUMP_MODE=0x0402D0B8;NOM_SETT_PUMP_MODE=0xD0B8;=;=
PuStat -;NLS_NOM_PUMP_STAT=0x0002D0BC;NOM_PUMP_STAT=0xD0BC;=;=
Rrasst -;NLS_NOM_VENT_RESP_RATE_ASSISTED=0x0002F9C0;NOM_VENT_RESP_RATE_ASSISTED=0xF9C0;=;=
sRRmax -;NLS_NOM_SETT_RESP_RATE_SPONT_MAX=0x0402F9C4;NOM_SETT_RESP_RATE_SPONT_MAX=0xF9C4;=;=
sPADel -;NLS_NOM_SETT_PRESS_AWAY_ALARM_DELAY=0x0402F9C8;NOM_SETT_PRESS_AWAY_ALARM_DELAY=0xF9C8;=;=
sRRbak -;NLS_NOM_SETT_VENT_RESP_RATE_BACKUP=0x0402F9CC;NOM_SETT_VENT_RESP_RATE_BACKUP=0xf9CC;=;=
sPIbak -;NLS_NOM_SETT_PRESS_AWAY_INSP_BACKUP=0x0402F9D0;NOM_SETT_PRESS_AWAY_INSP_BACKUP=0xF9D0;=;=
sTVbak -;NLS_NOM_SETT_VOL_AWAY_TIDAL_BACKUP=0x0402F9D4;NOM_SETT_VOL_AWAY_TIDAL_BACKUP=0xF9D4;=;=
sTube -;NLS_NOM_SETT_VENT_TUBE_TYPE=0x0402FB3D;NOM_SETT_VENT_TUBE_TYPE=0xFB3D;=;=
